393217	6785928	2599.988000	1.043916	0.000000
393218	8144648	2599.988000	2.067601	0.000000
393219	5120000	2599.988000	0.736199	0.000000
393220	744200	2599.988000	0.012740	0.000000
393221	2040200	2599.988000	0.052701	0.000000
393222	137288	2599.988000	0.001186	0.000000
393223	3731912	2599.988000	0.341964	0.000000
393224	957728	2599.988000	0.017933	0.000000
393225	2056392	2599.988000	0.057160	0.000000
393226	5698688	2599.988000	0.897563	0.000000
393227	336200	2599.988000	0.003812	0.000000
393228	4321800	2599.988000	0.742929	0.000000
393229	512072	2599.988000	0.008060	0.000000
393230	5834528	2599.988000	0.930932	0.000000
393231	788768	2599.988000	0.014426	0.000000
393232	276768	2599.988000	0.002680	0.000000
393233	2088968	2599.988000	0.059422	0.000000
393234	3307592	2599.988000	0.117210	0.000000
393235	778752	2599.988000	0.012961	0.000000
393236	5971968	2599.988000	0.270252	0.000000
393237	860672	2599.988000	0.014533	0.000000
393238	2880000	2599.988000	0.087483	0.000000
393239	4560200	2599.988000	0.541099	0.000000
393240	2264192	2599.988000	0.062631	0.000000
393241	2803712	2599.988000	0.082487	0.000000
393242	267912	2599.988000	0.002630	0.000000
393243	1216800	2599.988000	0.024946	0.000000
393244	1008200	2599.988000	0.019759	0.000000
393245	6963912	2599.988000	1.493783	0.000000
393246	2064512	2599.988000	0.054974	0.000000
393247	401408	2599.988000	0.004446	0.000000
393248	860672	2599.988000	0.014375	0.000000
393249	6294152	2599.988000	1.221059	0.000000
393250	3045512	2599.988000	0.099425	0.000000
393251	2097152	2599.988000	0.052902	0.000000
393252	4135688	2599.988000	0.506892	0.000000
393253	7235208	2599.988000	1.770072	0.000000
393254	3601928	2599.988000	0.130851	0.000000
393255	798848	2599.988000	0.012795	0.000000
393256	3276800	2599.988000	0.299716	0.000000
393257	3185288	2599.988000	0.313776	0.000000
393258	415872	2599.988000	0.004848	0.000000
393259	845000	2599.988000	0.014625	0.000000
393260	4368968	2599.988000	0.174493	0.000000
393261	596232	2599.988000	0.008751	0.000000
393262	1820232	2599.988000	0.048053	0.000000
393263	8274312	2599.988000	2.279577	0.000000
393264	6741792	2599.988000	0.989002	0.000000
393265	2163200	2599.988000	0.055560	0.000000
393266	7651872	2599.988000	1.923102	0.000000
393267	544968	2599.988000	0.008281	0.000000
393268	430592	2599.988000	0.007888	0.000000
393269	1541768	2599.988000	0.038327	0.000000
393270	6480000	2599.988000	0.327206	0.000000
393271	1774728	2599.988000	0.048198	0.000000
393272	1984032	2599.988000	0.217706	0.000000
393273	3920000	2599.988000	0.749069	0.000000
393274	2024072	2599.988000	0.058423	0.000000
393275	5537792	2599.988000	0.962966	0.000000
393276	320000	2599.988000	0.004374	0.000000
393277	1805000	2599.988000	0.046537	0.000000
393278	3920000	2599.988000	0.627218	0.000000
393279	3666632	2599.988000	1.054390	0.000000
393280	1513800	2599.988000	0.037744	0.000000
393281	6351048	2599.988000	1.719247	0.000000
393282	2490912	2599.988000	0.074020	0.000000
393283	1928648	2599.988000	0.051869	0.000000
393284	887112	2599.988000	0.017582	0.000000
393285	6365312	2599.988000	1.517761	0.000000
393286	7872512	2599.988000	0.915810	0.000000
393287	187272	2599.988000	0.004498	0.000000
393288	7714592	2599.988000	0.734635	0.000000
393289	2517768	2599.988000	0.078789	0.000000
393290	170528	2599.988000	0.003015	0.000000
393291	6712448	2599.988000	1.872659	0.000000
393292	7342112	2599.988000	1.881836	0.000000
393293	6948992	2599.988000	1.699503	0.000000
393294	3025800	2599.988000	0.401068	0.000000
393295	2281248	2599.988000	0.070488	0.000000
393296	814088	2599.988000	0.020118	0.000000
393297	824328	2599.988000	0.022411	0.000000
393298	3145032	2599.988000	0.107186	0.000000
