0.0317211151,0.0732269287,0.0401988029,0.0708768368,0.0358605385,0.0700023174,0.0363805294
0.0732269287,0.0401988029,0.0708768368,0.0358605385,0.0700023174,0.0363805294,0.0613262653
0.0401988029,0.0708768368,0.0358605385,0.0700023174,0.0363805294,0.0613262653,0.0357058048
0.0708768368,0.0358605385,0.0700023174,0.0363805294,0.0613262653,0.0357058048,0.0645649433
0.0358605385,0.0700023174,0.0363805294,0.0613262653,0.0357058048,0.0645649433,0.0361924171
0.0700023174,0.0363805294,0.0613262653,0.0357058048,0.0645649433,0.0361924171,0.0613491535
0.0363805294,0.0613262653,0.0357058048,0.0645649433,0.0361924171,0.0613491535,0.03591609
0.0613262653,0.0357058048,0.0645649433,0.0361924171,0.0613491535,0.03591609,0.0632464886
0.0357058048,0.0645649433,0.0361924171,0.0613491535,0.03591609,0.0632464886,0.0363433361
0.0645649433,0.0361924171,0.0613491535,0.03591609,0.0632464886,0.0363433361,0.0616910458
0.0361924171,0.0613491535,0.03591609,0.0632464886,0.0363433361,0.0616910458,0.0360784531
0.0613491535,0.03591609,0.0632464886,0.0363433361,0.0616910458,0.0360784531,0.0721514225
0.03591609,0.0632464886,0.0363433361,0.0616910458,0.0360784531,0.0721514225,0.0362961292
0.0632464886,0.0363433361,0.0616910458,0.0360784531,0.0721514225,0.0362961292,0.0632719994
0.0363433361,0.0616910458,0.0360784531,0.0721514225,0.0362961292,0.0632719994,0.0359318256
0.0616910458,0.0360784531,0.0721514225,0.0362961292,0.0632719994,0.0359318256,0.0624668598
0.0360784531,0.0721514225,0.0362961292,0.0632719994,0.0359318256,0.0624668598,0.0359947681
0.0721514225,0.0362961292,0.0632719994,0.0359318256,0.0624668598,0.0359947681,0.061570406
0.0362961292,0.0632719994,0.0359318256,0.0624668598,0.0359947681,0.061570406,0.0359818935
0.0632719994,0.0359318256,0.0624668598,0.0359947681,0.061570406,0.0359818935,0.0642874241
0.0359318256,0.0624668598,0.0359947681,0.061570406,0.0359818935,0.0642874241,0.0362327099
0.0624668598,0.0359947681,0.061570406,0.0359818935,0.0642874241,0.0362327099,0.0614528656
0.0359947681,0.061570406,0.0359818935,0.0642874241,0.0362327099,0.0614528656,0.0357236862
0.061570406,0.0359818935,0.0642874241,0.0362327099,0.0614528656,0.0357236862,0.0626764297
0.0359818935,0.0642874241,0.0362327099,0.0614528656,0.0357236862,0.0626764297,0.0364441872
0.0642874241,0.0362327099,0.0614528656,0.0357236862,0.0626764297,0.0364441872,0.0615389347
0.0362327099,0.0614528656,0.0357236862,0.0626764297,0.0364441872,0.0615389347,0.035705328
0.0614528656,0.0357236862,0.0626764297,0.0364441872,0.0615389347,0.035705328,0.0632760525
0.0357236862,0.0626764297,0.0364441872,0.0615389347,0.035705328,0.0632760525,0.0363686085
0.0626764297,0.0364441872,0.0615389347,0.035705328,0.0632760525,0.0363686085,0.0615580082
0.0364441872,0.0615389347,0.035705328,0.0632760525,0.0363686085,0.0615580082,0.0361049175
0.0615389347,0.035705328,0.0632760525,0.0363686085,0.0615580082,0.0361049175,0.0723302364
0.035705328,0.0632760525,0.0363686085,0.0615580082,0.0361049175,0.0723302364,0.0362639427
0.0632760525,0.0363686085,0.0615580082,0.0361049175,0.0723302364,0.0362639427,0.0711584091
0.0363686085,0.0615580082,0.0361049175,0.0723302364,0.0362639427,0.0711584091,0.0359213352
0.0615580082,0.0361049175,0.0723302364,0.0362639427,0.0711584091,0.0359213352,0.0623137951
